deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target
15.2,58.3,0.9644,961.0,704.0,982.3,1389.0,974.5,3.6
25.1,50.0,1.4636,1328.6,1432.1,617.6,2068.9,1333.9,21.6
19.8,55.1,1.3237,792.1,582.0,1060.8,1319.1,616.0,2.0
20.5,68.1,1.5063,1135.9,904.0,682.5,1467.8,1251.9,9.5
28.7,45.6,1.8511,1066.0,922.9,745.4,1608.4,855.9,7.4
16.5,58.0,1.1021,1011.8,691.9,1175.0,1234.2,838.5,4.4
32.4,20.2,1.0275,1045.3,1282.8,628.8,1863.4,1181.7,19.9
14.0,48.1,0.7706,856.4,459.4,1596.9,1161.3,348.6,1.0
2.6,55.2,0.4177,865.3,616.8,1052.2,897.8,822.7,2.3
27.7,25.1,1.081,1212.3,1026.9,840.0,1620.5,887.0,10.1
25.0,33.2,1.1499,865.0,705.8,1044.3,1369.6,682.6,3.7
13.1,48.4,0.7346,808.8,452.2,1800.8,1120.0,295.8,0.7
20.8,63.8,1.6053,1081.1,881.7,728.0,1455.0,1087.0,8.5
8.6,62.2,0.7435,1186.1,944.3,764.4,1184.7,1268.8,8.4
15.5,71.9,1.2948,1172.4,909.9,657.6,1381.0,1060.5,9.4
30.1,31.1,1.4294,1087.8,986.0,766.4,1859.6,1035.5,10.3
12.2,47.8,0.6302,906.0,854.4,816.0,1082.0,808.0,8.2
18.5,47.2,1.109,724.0,439.0,1917.0,1243.4,321.8,0.5
31.1,21.5,0.9524,1197.0,916.0,757.9,1572.0,739.3,9.9
17.0,56.7,0.9742,857.5,474.3,1566.7,1265.2,427.3,0.9
10.6,59.0,0.7686,960.3,589.9,1386.0,1323.9,483.8,2.6
19.5,66.8,1.4977,1229.8,1162.1,551.8,1610.8,1289.4,15.4
25.4,53.5,1.7483,944.6,818.8,829.6,1632.8,682.8,5.4
43.0,15.5,1.2882,1311.4,1283.2,654.2,1794.9,1262.4,17.5
18.6,41.7,0.8732,1808.0,1259.5,707.8,1893.4,1681.0,19.8
23.2,52.5,1.4495,1049.3,887.2,838.3,1539.2,1005.1,6.7
19.8,44.5,1.092,1336.7,1248.1,605.9,2013.7,1474.1,21.0
21.9,60.9,1.7136,798.7,703.5,912.7,1430.3,812.7,3.2
22.6,34.9,0.2298,1049.8,370.1,1883.6,615.4,586.0,0.1
25.5,53.9,1.841,1195.0,1097.0,608.9,1686.0,1497.2,13.1
16.4,53.1,0.996,977.1,848.0,1028.6,1403.5,631.7,5.5
9.6,73.4,0.8944,983.7,765.3,907.2,1224.3,885.0,4.4
36.2,23.5,1.3664,1113.0,1017.1,747.3,1476.5,1002.8,9.3
37.7,24.0,1.7416,1033.3,820.8,851.8,1559.4,656.9,7.1
23.2,43.5,1.2646,929.7,951.3,1011.2,1781.9,859.0,7.6
23.3,27.8,0.8325,1332.4,1066.4,915.0,1525.8,809.1,11.3
13.5,75.3,1.206,1169.2,956.0,730.3,1302.0,1015.7,9.0
13.2,76.1,1.0563,1138.6,1192.5,598.5,1463.1,1206.1,14.7
21.5,43.8,1.247,1226.7,1440.6,488.8,2162.2,1589.0,24.7
21.7,57.5,1.3742,1059.2,1143.3,754.0,1723.0,1171.3,13.2
19.2,72.0,1.5901,1010.8,762.3,762.2,1517.0,811.9,6.2
19.8,53.7,1.1724,876.5,830.0,989.8,1425.8,772.1,6.1
23.7,45.8,1.5251,1148.7,1167.0,605.3,1664.0,1159.1,13.5
8.1,65.9,0.7459,925.0,577.9,1328.1,1250.4,545.1,2.3
27.8,21.7,0.8024,832.0,711.8,1291.6,1247.0,471.9,4.5
21.1,59.3,1.5492,1267.9,1001.6,602.0,1548.4,1323.8,12.7
3.4,54.2,0.4434,868.2,816.8,944.0,970.0,970.2,5.7
39.8,25.1,1.8213,1096.0,878.8,849.4,1534.7,730.1,6.2
26.5,48.0,1.9221,1076.0,981.8,700.7,1772.0,1118.6,9.2
19.3,60.0,1.2661,864.2,770.6,1017.2,1476.3,794.0,4.5
21.4,53.6,1.4422,917.4,756.6,787.0,1555.0,933.9,5.1
27.4,27.4,1.0709,1205.8,1208.8,747.4,1631.0,1315.8,16.5
16.7,56.3,1.1901,1418.3,1244.2,522.8,1680.0,1407.0,16.1
37.5,28.4,1.6716,933.9,769.0,850.6,1573.0,637.3,6.0
12.6,22.6,0.3119,898.2,855.0,927.2,928.2,889.2,8.0
5.6,52.3,0.5244,1355.5,1167.4,564.7,1209.0,1935.5,16.3
20.9,62.6,1.5993,1374.8,1100.0,568.1,1675.8,1363.5,12.8
29.8,27.7,1.0094,1389.7,1170.0,725.6,1822.7,1133.7,16.2
18.9,54.7,1.2603,803.9,609.0,1122.2,1243.4,590.0,2.2
13.4,57.3,0.9405,1041.7,902.0,913.9,1473.4,949.0,6.7
10.1,83.0,0.9338,1312.2,1362.2,1026.7,1763.0,1500.6,24.1
8.6,80.7,0.9007,1106.8,933.3,694.4,1314.8,1069.6,7.8
21.4,42.6,1.1897,1005.7,840.8,826.6,1491.4,903.1,7.8
12.1,77.8,1.038,1022.7,651.7,1009.4,1391.6,967.0,3.3
22.9,39.6,1.2335,942.2,731.0,1015.7,1568.8,645.7,5.3
28.2,31.5,1.3874,1057.4,1050.6,716.3,1760.0,1014.0,11.2
4.9,55.2,0.4882,1167.5,1256.1,631.2,1284.0,1541.2,15.9
18.8,34.4,0.7369,1266.7,1093.4,839.0,1496.4,1178.3,11.8
17.5,52.2,1.0648,1263.4,999.6,787.7,1726.2,1047.0,9.1
12.5,68.3,0.9487,910.9,643.4,1441.6,1231.3,446.8,2.3
22.3,32.6,0.8178,763.3,526.2,1356.5,1208.3,440.9,1.2
33.3,29.6,1.4127,1084.7,924.7,919.7,1621.6,802.9,9.3
25.2,50.6,1.5546,1019.5,929.1,733.0,1697.8,1033.9,8.1
23.4,32.9,0.8959,876.2,739.9,1254.0,1087.6,835.4,3.8
16.1,58.0,1.1599,1084.6,785.7,998.1,1617.6,907.2,6.3
16.5,54.2,1.0224,948.7,590.6,1235.5,1423.5,608.0,2.6
14.5,41.6,0.6407,1069.5,955.2,799.7,1237.0,1066.8,10.2
6.1,47.8,0.4613,1012.4,963.0,715.3,1102.6,1105.0,9.8
18.2,79.5,1.6074,857.5,727.5,1019.9,1648.4,637.0,4.7
22.6,28.0,0.8471,1462.6,1088.3,868.8,1587.8,1490.0,12.9
24.6,25.6,0.8174,1102.5,1073.2,718.1,1388.0,1187.6,12.9
12.1,77.3,1.1342,1566.0,1474.0,986.1,1943.6,1647.4,26.3
23.3,63.4,1.9067,1216.0,1102.9,692.9,1897.4,1026.5,14.2
11.7,76.4,1.0415,1032.0,789.8,988.0,1535.1,948.5,5.2
17.9,45.2,0.9104,965.9,782.1,1057.3,1477.0,595.2,4.9
12.8,58.8,0.943,856.5,606.9,1171.6,1110.7,645.0,1.8
11.9,31.4,0.434,875.5,786.1,893.8,971.3,679.8,5.4
26.0,56.9,1.967,1350.4,1282.0,535.7,1929.6,1320.1,20.3
37.3,16.8,1.096,1361.5,1306.6,581.0,1826.9,1707.7,20.7
16.5,43.7,0.883,1497.8,1466.7,694.7,2060.0,1605.8,23.8
36.7,24.2,1.5722,1189.7,1170.0,708.2,1943.4,990.8,16.6
33.6,19.0,1.1399,1081.0,1050.0,723.4,1718.0,877.7,14.7
18.8,43.8,1.051,1257.0,1096.5,826.2,1436.8,1485.8,15.7
24.7,48.9,1.4833,1494.0,1543.3,503.0,2135.0,1672.1,27.6
31.4,25.6,1.2153,995.3,878.6,943.4,1558.6,685.8,6.9
11.2,52.3,0.7344,787.3,594.7,1120.5,1057.9,484.4,1.8
15.8,73.4,1.2626,1105.8,1031.0,622.2,1482.2,1162.4,12.0
15.2,55.6,0.9814,1508.2,1371.0,458.7,1746.2,1826.4,22.9
16.6,75.9,1.5709,1016.4,798.0,944.5,1813.4,772.2,6.1
20.8,65.0,1.4742,760.3,647.7,1228.8,1574.9,617.6,2.5
22.0,32.4,0.9322,1394.6,1105.4,733.0,1697.2,1427.8,15.3
13.0,61.9,0.9952,851.2,493.8,1505.9,1331.2,469.4,1.3
23.6,44.6,1.517,1227.6,1057.4,566.8,1567.9,1298.9,12.9
36.3,18.5,1.1977,882.7,869.4,951.4,1396.8,626.2,6.4
18.8,49.1,1.0697,939.8,865.6,1136.1,1530.5,757.2,7.3
15.6,77.4,1.5418,930.0,821.1,784.7,1466.0,809.3,6.0
35.2,14.7,0.9721,913.9,871.3,992.0,1432.7,714.8,6.1
16.5,49.2,0.9416,1261.5,1325.0,731.5,2009.7,1339.8,18.8
5.4,39.1,0.3856,917.9,909.5,858.2,911.0,1033.3,7.4
16.7,77.8,1.5722,894.3,816.0,879.7,1773.8,720.7,7.1
24.6,32.3,0.2203,1099.9,364.8,1729.8,637.8,816.3,0.1
12.1,78.6,1.1251,1605.8,1518.3,1037.9,1705.6,1561.5,25.7
22.5,29.3,0.7231,1164.0,1129.8,740.7,1719.1,1042.3,13.4
26.4,52.2,1.9329,1227.2,1072.2,645.7,1866.0,1109.7,10.9
19.9,69.7,1.6803,1044.3,902.1,633.6,1498.4,1412.2,9.8
21.1,52.1,1.3204,808.0,672.6,1149.0,1540.2,799.0,3.8
8.3,25.2,0.2785,729.0,671.0,1246.3,718.9,628.0,2.9
9.5,63.8,0.7509,1139.8,877.2,792.5,1097.1,1238.0,6.7
7.6,63.3,0.65,1067.8,867.3,1060.5,1389.6,926.6,6.5
29.2,36.9,1.3603,968.2,846.8,982.9,1618.9,795.9,7.0
8.6,55.3,0.6603,825.7,475.3,1351.2,863.4,476.7,0.7
15.5,68.2,1.1416,944.7,648.2,1024.3,1576.6,717.0,3.4
24.2,59.6,1.7283,1838.6,1890.1,358.0,2321.3,1952.6,41.0
9.1,33.2,0.3766,1022.7,790.0,951.6,912.9,903.4,5.8
25.1,46.4,1.4684,927.8,852.8,779.7,1316.0,991.1,6.5
25.1,33.8,0.232,1109.9,380.9,1856.4,583.4,802.2,0.1
12.6,55.3,0.9097,800.6,625.8,1314.3,1281.6,697.9,2.1
18.2,53.9,1.1121,830.0,614.1,1320.5,1424.8,467.5,2.4
30.3,24.2,1.1379,1236.0,1441.6,739.2,1679.6,1988.7,21.6
20.8,21.2,0.5352,1455.4,1188.7,743.5,1693.9,1381.1,18.0
31.0,30.6,1.2501,1109.0,1094.0,761.3,1785.7,1050.4,12.6
17.1,68.5,1.3175,1145.6,1180.2,597.0,1509.6,1223.9,13.3
32.4,19.9,0.8394,1248.4,1210.0,750.7,1751.3,1176.0,15.8
17.6,20.7,0.4396,901.6,957.2,857.5,950.3,861.5,7.6
16.0,60.4,1.0648,1306.6,1264.6,548.0,1652.1,1754.5,17.4
24.7,61.2,1.6753,981.2,770.2,882.6,1562.8,704.2,5.2
16.2,72.3,1.4051,1348.9,978.2,681.7,1841.2,1253.5,11.3
16.2,31.7,0.6155,796.4,713.0,1109.7,1019.7,501.3,3.9
23.1,51.4,1.5363,1063.3,927.2,677.7,1525.7,1043.5,8.2
21.2,59.5,1.7355,915.3,736.6,989.4,1546.6,852.6,4.7
15.7,54.3,0.9723,1703.4,1302.9,575.3,1901.2,1740.4,20.6
23.1,31.4,1.0222,923.2,957.6,867.3,1644.1,814.0,8.7
12.6,75.9,1.0254,1455.3,1148.0,821.9,1814.7,1182.2,12.4
15.6,40.4,0.7542,927.4,778.0,1109.9,1359.0,777.6,5.6
6.7,36.1,0.3575,968.1,904.0,797.9,1043.0,1133.6,9.5
26.5,43.3,1.5025,1007.2,988.4,643.2,1668.4,1043.5,11.2
30.4,43.5,1.7309,1344.2,1103.9,501.3,1685.2,1392.6,15.9
18.9,53.9,1.1803,811.2,539.6,1164.0,1397.6,465.9,1.8
26.8,46.2,1.4407,1005.8,1028.2,688.8,1715.0,963.0,11.1
37.5,25.7,1.797,1015.7,874.6,787.9,1639.2,594.7,6.9
25.8,33.4,1.102,1039.5,880.7,807.0,1360.2,902.9,9.1
9.9,70.9,0.8772,1109.8,830.6,722.0,1248.4,893.9,6.7
25.5,31.9,1.0407,1128.2,1073.3,673.0,1755.2,1323.0,14.7
25.7,37.7,1.3249,1019.5,952.4,799.3,1707.5,1019.7,9.4
21.1,58.3,1.4409,1309.5,1221.1,528.4,1730.5,1606.8,18.9
5.6,55.7,0.497,1493.0,1941.4,425.6,1551.3,2299.1,48.2
21.5,68.4,1.7414,853.6,632.1,1029.6,1591.2,818.0,2.7
25.0,59.8,1.7433,1365.2,1155.0,525.4,1842.3,1254.2,15.7
12.8,54.5,0.8141,1308.5,1310.5,495.4,1557.0,1628.4,21.6
26.3,41.8,1.3891,1426.6,1557.8,523.1,2516.6,1696.7,30.5
20.0,57.4,1.4495,964.1,891.4,821.9,1325.8,890.2,6.5
21.3,82.9,1.8678,889.8,696.4,1033.3,1460.0,764.2,3.2
25.1,38.9,1.1838,1526.9,1171.0,732.2,1766.1,1248.0,15.7
25.3,36.1,1.2131,849.1,726.7,915.8,1351.4,678.3,4.1
26.8,37.2,1.2764,963.0,876.7,1069.0,1599.0,714.5,6.9
23.2,34.0,0.2227,1182.2,377.7,1929.0,611.7,697.4,0.1
21.5,73.7,1.6699,989.0,801.8,970.0,1861.4,885.0,6.6
19.8,74.5,1.5704,972.9,812.2,731.0,1496.3,999.6,6.6
13.0,53.0,0.8574,935.6,613.7,1347.2,1385.3,489.8,2.7
18.0,44.0,0.9855,948.6,837.1,942.3,1521.8,1052.5,7.4
16.6,41.7,0.9048,781.1,797.3,1128.4,1474.7,702.9,6.3
18.4,73.2,1.3714,1019.7,933.4,778.3,1377.5,904.4,8.0
9.1,82.3,0.919,853.6,621.7,1255.4,1262.6,533.5,2.7
39.9,18.8,1.2917,1123.8,1216.2,764.3,2033.8,1294.9,16.7
17.6,34.9,0.6737,1585.6,1575.9,573.2,2167.0,1773.1,27.1
20.5,34.1,0.7396,970.3,730.0,1086.3,1337.7,542.4,5.7
27.7,52.1,1.9661,1050.0,724.8,782.8,1619.0,700.4,5.2
25.3,40.8,1.1787,1087.3,834.2,917.0,1474.4,695.9,5.6
19.4,74.8,1.787,1285.0,1240.0,644.0,1981.6,1193.2,15.5
37.5,20.6,1.3673,1169.2,1007.0,746.9,1713.0,930.6,12.7
28.6,44.3,1.6832,888.3,564.6,1257.2,1342.3,536.6,1.6
17.5,46.3,0.8856,985.0,845.5,1024.8,1408.3,855.0,8.2
33.5,26.5,1.3229,1022.0,765.4,896.5,1615.0,631.0,5.9
18.7,74.6,1.5682,1122.7,1047.5,673.3,1517.8,941.8,10.9
13.6,47.1,0.79,1087.4,952.8,695.4,1336.2,1068.6,10.3
11.0,55.4,0.7822,1186.6,1062.3,828.4,1789.3,1090.8,12.4
24.7,43.3,1.4657,892.5,611.5,1101.6,1494.8,697.8,2.7
20.7,41.7,1.0045,883.0,661.5,1263.6,1405.6,457.8,3.5
7.7,36.3,0.4154,1275.8,1237.0,677.3,1157.4,1340.4,16.1
28.5,37.7,1.3758,1306.2,1366.8,582.1,2306.6,1286.8,21.4
35.1,21.6,1.2445,1244.4,1280.6,708.9,2024.7,1251.4,22.3
38.6,17.8,1.0945,1183.0,1072.3,718.7,1662.7,1438.5,14.0
11.4,69.0,1.049,840.7,723.8,967.2,1207.2,772.8,4.6
23.6,46.3,1.3134,878.7,689.0,939.1,1392.0,784.9,4.4
11.6,76.8,0.9848,914.8,812.7,1006.7,1430.8,909.0,4.9
28.5,46.1,1.5811,1388.0,1140.2,519.4,1753.2,1321.0,16.6
31.6,25.7,1.2234,1275.0,1285.4,579.0,1929.7,1438.3,21.0
24.8,45.6,1.3373,1178.7,1231.0,639.2,1622.8,1199.0,18.8
11.6,64.8,0.9411,982.6,592.2,988.0,1107.0,650.7,2.8
14.2,31.5,0.5222,955.5,745.4,1110.3,1216.4,656.1,5.6
14.9,64.1,1.0592,997.9,590.0,1119.4,1140.4,546.4,2.2
15.2,62.5,1.1844,1112.6,942.2,855.8,1737.6,1182.3,8.4
27.7,58.1,2.1059,919.6,786.1,819.3,1637.4,634.4,5.3
12.6,46.4,0.7293,1370.8,1403.8,652.7,2101.2,1483.1,24.4
23.8,47.5,1.3757,1414.4,1235.5,527.3,1702.4,1551.9,19.5
19.8,62.3,1.6594,1238.7,1189.6,593.0,1680.0,1169.9,15.2
17.5,58.2,1.1865,896.6,883.7,831.3,1655.4,819.8,8.0
9.5,73.3,0.8569,1227.4,857.3,1080.9,1622.8,976.1,8.1
25.1,37.0,1.0632,993.6,1097.9,879.7,1804.4,1000.6,12.2
32.2,19.5,0.8964,1183.8,1177.7,775.2,1553.8,946.7,13.8
24.0,33.8,0.2136,1054.7,384.4,1823.0,643.2,861.3,0.1
15.5,62.5,1.0534,848.8,647.7,1078.5,1110.3,605.9,2.9
24.4,34.7,1.1118,905.4,882.7,896.7,1543.3,935.0,6.9
14.0,65.9,1.0794,812.2,655.6,1102.0,1341.4,711.3,3.1
10.5,63.4,0.7923,1002.2,1047.3,758.1,1275.0,998.6,10.9
29.8,19.4,0.7872,883.8,921.1,909.5,1519.0,558.9,7.9
26.5,57.8,1.7405,795.0,574.7,1107.3,1397.5,516.9,1.9
35.7,19.8,1.0898,1105.6,1090.9,824.2,1898.4,1020.2,16.7
12.8,27.9,0.4405,902.1,731.3,1316.3,1068.8,493.7,3.8
23.5,61.4,1.5992,972.1,892.3,690.1,1544.0,764.4,7.4
24.3,35.4,0.2253,1034.2,373.7,1900.9,631.8,649.2,0.1
25.4,30.1,0.9248,1080.7,1010.8,865.3,1708.5,876.5,12.4
28.2,58.3,2.0697,1062.1,874.2,676.1,1730.5,1006.5,8.2
21.0,29.3,0.7263,1165.5,1012.2,928.1,1513.9,853.9,9.0
22.3,48.7,1.4195,906.3,660.0,928.6,1355.4,749.8,3.2
24.4,51.9,1.7432,861.5,592.9,980.4,1443.4,651.9,2.3
25.0,42.5,1.459,1353.4,1314.4,505.7,1834.4,1567.2,21.7
19.9,42.3,1.0039,1005.9,933.4,732.3,1730.4,1215.9,9.7
15.8,61.2,1.0266,1028.2,992.2,945.5,1577.2,867.4,8.7
4.2,64.2,0.5661,942.4,887.1,763.5,1104.6,1006.9,7.0
15.2,49.5,0.9178,766.4,602.8,1261.3,1130.0,470.2,2.1
26.1,30.8,1.0253,1373.8,937.9,828.5,1642.0,768.4,10.2
24.5,31.3,0.2195,1049.8,395.6,1981.0,594.1,793.6,0.1
16.5,70.5,1.253,1260.5,1179.1,512.4,1681.2,1137.4,16.1
10.1,47.2,0.6127,980.7,727.5,917.7,1004.0,766.1,4.4
5.0,77.5,0.6535,1228.0,1078.7,671.2,1314.6,1287.5,11.9
30.6,23.7,1.1696,1120.0,984.6,799.2,1402.4,946.2,11.3
23.1,64.6,1.9158,1065.3,806.8,878.7,1633.5,638.0,5.5
23.2,64.9,1.9501,1290.3,1195.8,575.7,1833.5,1193.8,16.9
18.2,49.8,1.0751,1332.4,1480.0,513.5,2132.8,1630.5,27.0
12.1,66.1,0.9258,1151.3,886.9,683.8,1339.5,927.4,7.9
32.0,22.2,1.2085,1021.2,1020.0,745.9,1835.9,757.2,11.3
11.8,72.8,0.9302,1168.8,905.3,722.4,1279.3,1073.0,9.6
15.8,46.4,0.9289,890.8,752.7,969.3,1197.6,760.0,5.2
25.5,36.0,0.2309,1128.6,392.5,1915.8,572.1,734.6,0.1
27.1,29.4,1.0459,930.8,803.7,819.0,1357.3,802.7,6.7
6.4,40.5,0.4106,1044.4,1043.4,680.8,1152.0,1335.2,13.2
8.6,66.3,0.7627,1325.0,1097.9,869.2,1619.6,1103.9,14.5
21.2,73.9,1.8272,893.0,697.8,961.0,1559.0,797.1,3.8
28.0,33.2,1.4257,1118.3,857.5,776.2,1650.3,920.7,9.0
16.8,71.8,1.5226,1378.6,1310.7,505.0,1875.1,1331.8,18.4
24.5,35.8,0.2254,1123.3,377.7,1790.1,599.7,598.3,0.1
27.2,29.0,1.1018,1138.0,1139.3,715.1,1737.0,1549.6,14.9
33.8,32.8,1.7788,1089.0,972.2,669.6,1830.4,864.2,10.7
24.8,43.6,1.3034,788.9,649.7,1058.5,1301.5,520.0,2.8
35.7,14.9,0.9005,994.7,1051.4,850.7,1651.3,863.9,12.1
15.5,56.8,1.0212,1034.0,1208.4,643.2,1671.6,1052.6,14.1
27.9,27.9,1.1349,1005.9,1004.2,854.8,1851.2,1004.0,11.2
18.7,37.2,0.8743,1050.2,807.5,940.9,1399.7,810.0,7.0
19.4,36.0,0.8797,1072.6,875.0,1003.2,1493.5,774.2,7.6
16.5,73.2,1.3519,849.8,758.5,904.3,1355.6,780.8,5.5
15.0,73.5,1.3329,837.5,621.7,953.2,1278.9,756.1,2.7
18.0,69.4,1.4105,964.6,782.8,855.9,1430.1,818.9,5.0
16.7,53.8,1.0292,1557.2,1392.9,556.0,1669.2,1932.6,22.4
14.2,45.3,0.6871,801.6,500.3,1633.1,1172.9,320.3,0.7
20.0,58.7,1.3762,1171.8,1067.6,677.3,1486.0,1310.2,12.3
17.6,37.8,0.6944,1153.3,1135.2,612.9,1354.1,1398.8,14.6
15.1,51.4,0.8768,1160.7,881.3,887.0,1496.5,824.0,8.3
21.7,62.2,1.683,1250.9,1269.9,612.7,1791.0,1284.4,16.9
20.2,58.9,1.3095,882.6,891.8,878.1,1762.3,953.5,9.0
8.4,66.4,0.7455,913.7,566.6,1478.0,1219.0,466.9,1.6
10.8,40.5,0.5595,738.8,602.0,1189.8,955.7,633.4,2.0
22.3,52.0,1.4886,1493.3,1474.4,398.0,2342.3,1807.5,31.2
15.8,34.2,0.6729,1122.5,1152.9,809.5,1547.5,1254.8,14.1
26.0,41.4,1.4731,1358.9,1296.9,549.8,1810.7,1297.8,18.4
24.1,40.1,1.1639,807.0,701.4,1092.0,1363.2,749.7,3.4
21.8,70.0,1.7046,1027.6,939.8,706.9,1429.8,1049.0,7.8
19.1,29.1,0.6686,980.7,763.2,1120.0,1341.3,699.9,5.3
11.0,78.3,0.9561,1243.4,1300.9,1144.3,1615.0,1531.2,20.5
25.9,59.7,1.9647,946.0,777.0,870.2,1508.7,724.8,4.1
10.3,74.0,0.9009,979.1,896.8,902.4,1476.0,888.3,6.3
12.2,74.1,1.094,836.0,597.8,2116.0,1184.5,689.7,2.5
11.8,44.8,0.6512,1293.0,1236.0,744.8,1397.4,1815.8,19.0
20.4,69.4,1.5859,1372.6,1230.7,535.6,1931.1,1385.0,20.5
17.3,37.8,0.7225,1157.1,928.3,958.3,1618.6,828.2,8.8
39.2,18.7,1.2928,1011.9,733.4,904.9,1455.4,600.4,5.2
10.6,41.0,0.561,793.4,690.9,1086.8,976.1,651.9,3.6
23.7,31.5,1.0767,1105.6,965.7,977.5,1587.0,642.0,8.8
21.9,58.4,1.5505,1150.2,884.2,763.2,1475.9,1023.4,8.7
37.2,24.8,1.7426,1037.5,797.0,878.8,1655.2,693.0,6.1
11.7,36.9,0.5095,793.4,766.4,1007.8,1063.2,748.2,5.7
34.0,15.1,0.8613,924.0,1137.8,841.5,1758.5,802.8,13.7
26.8,49.5,1.6807,1270.5,1056.3,603.5,1803.8,1158.0,13.0
30.1,23.8,0.9684,957.2,977.7,1001.9,1533.7,717.8,9.7
13.6,40.6,0.6428,859.3,635.0,1297.4,1209.7,451.0,3.0
14.4,61.6,0.9909,1152.6,954.2,670.1,1415.2,1160.6,10.5
21.6,77.8,1.9033,875.1,676.0,957.9,1661.0,910.5,3.5
23.6,32.9,0.2248,1071.6,393.3,1932.2,601.6,738.3,0.1
12.3,78.7,1.1298,1353.4,1196.5,571.3,1513.1,1188.5,15.8
30.3,36.3,1.4543,1345.1,1259.5,597.0,1758.6,1412.2,17.2
24.6,66.2,1.9371,1211.7,1204.8,557.1,1994.8,1305.3,17.0
28.3,21.2,0.9281,1180.1,1151.9,811.9,1789.3,1019.6,13.5
10.0,55.9,0.7276,930.0,684.5,1084.8,1350.5,807.4,4.6
23.2,35.4,1.1123,1013.3,942.8,739.5,1437.0,1185.1,9.2
21.0,54.8,1.2742,943.8,862.0,850.0,1450.4,909.2,6.7
25.2,43.8,1.3057,825.8,685.6,953.5,1335.6,472.2,2.8
19.8,38.8,0.9007,1800.0,1454.5,651.0,2190.2,1973.0,24.4
10.0,61.0,0.7674,1154.3,1069.1,686.7,1364.2,1315.7,11.2
32.1,26.6,1.1835,1118.1,1058.4,692.6,1758.8,1321.0,12.9
18.5,75.8,1.5706,1236.2,1081.0,631.8,1589.8,1181.8,14.7
16.2,30.4,0.6038,1141.4,991.3,934.3,1477.8,878.6,11.2
14.1,64.5,1.0821,881.9,512.8,1289.3,986.7,517.4,1.2
35.5,24.4,1.4872,926.8,871.5,851.6,1511.6,525.3,6.1
22.3,57.6,1.6031,983.2,950.4,711.3,1538.8,917.0,10.0
28.9,45.7,1.8642,1023.0,996.5,627.9,1947.9,1123.2,11.1
24.8,63.5,1.8495,965.0,650.5,982.6,1549.0,646.5,3.5
30.0,21.7,0.8262,1502.6,1526.5,638.3,1883.2,1502.6,28.7
10.4,69.6,0.8979,1007.4,788.5,877.0,1217.9,905.8,5.5
14.3,55.0,0.8196,1429.4,1244.6,614.0,1775.7,1605.2,18.0
26.0,36.1,1.2175,841.4,637.4,997.3,1349.5,449.8,3.1
13.8,54.7,0.8498,1488.0,1033.3,933.4,1498.2,1442.9,11.2
25.4,35.1,1.0772,1111.8,1022.7,768.4,1753.2,1214.8,13.9
20.9,54.1,1.2477,1066.8,1074.2,635.0,1577.1,1198.0,14.7
12.9,60.7,0.9948,874.0,674.2,981.1,1067.8,664.0,3.1
14.2,61.1,1.0045,1015.6,803.7,765.0,1194.1,1018.6,6.8
17.8,56.7,1.1103,853.4,631.1,1030.0,1173.0,684.0,2.8
10.1,70.3,0.8703,953.7,574.3,1457.4,1219.3,435.7,1.7
20.6,41.0,1.0949,809.4,657.5,1308.3,1331.5,455.9,3.1
23.5,42.6,1.2839,937.9,894.7,736.6,1602.7,1035.6,8.6
27.9,49.2,1.872,775.7,544.4,1266.3,1452.2,452.6,1.3
19.5,61.8,1.2757,930.2,930.3,897.5,1480.0,933.9,7.6
11.7,79.8,1.0354,1153.0,1184.0,632.8,1576.9,1208.0,17.0
26.0,61.0,1.9804,957.3,824.0,812.7,1604.3,836.1,6.1
12.9,71.1,1.0711,1212.3,1305.8,576.0,1636.5,1271.0,21.8
16.3,38.4,0.7018,1144.9,900.5,963.9,1591.1,1033.6,9.5
7.9,60.2,0.6746,1108.8,765.4,1096.3,1259.5,787.7,4.6
8.1,75.6,0.8861,818.7,624.2,2116.0,1085.3,741.9,2.3
23.2,35.0,0.2279,1030.4,364.9,1871.8,635.6,831.0,0.1
31.0,24.3,1.1842,1144.6,1298.8,538.6,1924.0,1259.4,21.5
27.0,53.3,1.8141,951.4,793.0,799.0,1615.7,806.0,6.0
18.4,48.3,1.1095,1223.9,1215.4,570.3,1715.6,1496.6,20.7
21.0,31.1,0.7981,823.2,743.7,1110.9,1087.2,517.1,3.9
24.3,48.4,1.7,1293.9,1200.4,492.0,2188.0,1378.1,19.9
19.3,41.4,0.9888,1094.0,1144.8,713.4,1687.7,1000.6,12.3
22.3,57.2,1.6211,1769.1,1615.0,420.2,2209.7,2061.2,33.5
25.6,55.6,1.6461,1219.8,1249.0,564.5,1713.1,1209.0,18.1
37.0,18.2,1.2055,997.6,814.8,817.9,1450.4,714.8,6.1
18.3,74.6,1.487,1030.1,1025.1,674.2,1458.2,1132.2,10.1
22.9,31.1,0.2257,1061.9,401.3,1848.3,614.5,702.1,0.1
23.2,50.7,1.4942,1465.1,1435.7,446.5,1961.3,1768.1,25.3
25.4,38.4,1.2079,1107.2,1143.7,779.3,1762.0,1033.2,13.7
25.4,34.4,0.227,1193.6,401.3,1870.3,621.8,627.3,0.1
